Adresse,Anbieter,Ausstattung,Badezimmer,Balkon/ Terrasse,Baujahr,Bezugsfrei ab,Einbauküche,Endenergiebedarf,Energieausweis,Energieausweistyp,Energieeffizienzklasse,Energieverbrauchskennwert,Etage,Gesamtmiete,Heizkosten,Heizungsart,Kaltmiete,Kaution o. Genossenschaftsanteile,Modernisierung/ Sanierung,Nebenkosten,Objektzustand,Personenaufzug,Schlafzimmer,Titel,Url,Wesentliche Energieträger,Wohnfläche ca.,Zimmer,Straße,PLZ,Hausnummer,Bezirk,Ortsteil,Kaltmiete pro m²,Bezirk Abkürzung,Ortsteil Abkürzung
"10249 Berlin, Prenzlauer Berg (Prenzlauer Berg) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",C. Becker Westfälische Str. 37 10711 Berlin,,1.0,,2008.0,,True,,liegt vor,Bedarfsausweis,,,1 von 4,1755.0,0.0,Fernwärme,1395.0,1140,,150.0,Neuwertig,True,2.0,Charmante und grosszügige Dreizimmerwohnung,https://www.immobilienscout24.de/expose/113548891,Fernwärme,101.46,3,,10249 Berlin,,Prenzlauer Berg,Prenzlauer Berg,13.749260792430515,Pank,Prenz
"Hildburghauser Straße 187, 12209 Berlin, Lichterfelde (Steglitz)",Hausverwaltung Albrecht Kleiß,,1.0,,1993.0,,True,,liegt vor,Verbrauchsausweis,,,1 von 4,1555.54,110.0,Zentralheizung,1201.54,3604.62,,244.0,Nach Vereinbarung,,2.0,großzügige 4 Zimmer Wohnung - Maisonette,https://www.immobilienscout24.de/expose/113580068,Gas,125.16,4,Hildburghauser Straße,12209 Berlin,187,Lichterfelde,Steglitz,9.600031959092362,StZe,Stegl
"Stralauer Allee 13A, 10245 Berlin, Friedrichshain (Friedrichshain)",,,1.0,,2019.0,,True,,liegt vor,Bedarfsausweis,,,1 von 7,1197.0,,Fußbodenheizung,990.0,2970,,207.0,Erstbezug,True,,"Erstbezug: Luxus 2-Zimmer-1.Stock Wohnung mit Einbauküche in Friedrichshain, Berlin",https://www.immobilienscout24.de/expose/113530593,Fernwärme,63.0,2,Stralauer Allee,10245 Berlin,13A,Friedrichshain,Friedrichshain,15.714285714285714,FrKr,Frhai
"Heidestraße 19, 10557 Berlin, Tiergarten (Tiergarten)",ADLER Wohnen Service GmbH Gänsemarkt 50 20354 Hamburg,,2.0,,2019.0,,True,,liegt vor,Bedarfsausweis,,,4 von 5,2851.96,121.36,Fernwärme,2487.88,4976,2019.0,242.72,Erstbezug,True,3.0,Beide Balkone zum Wasser und das mit EBK und zum Erstbezug in Mitte. Mehr geht nicht!,https://www.immobilienscout24.de/expose/113365535,Fernwärme,121.36,5,Heidestraße,10557 Berlin,19,Tiergarten,Tiergarten,20.5,Mitt,Tierg
"12055 Berlin, Neukölln (Neukölln) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,,1.0,,,,,,liegt zur Besichtigung vor,,,,0 von 0,447.55,0.0,Fernwärme,317.55,952.65,,130.0,Gepflegt,,,"""Kein Dach über dem Kopf"" - wir helfen Ihnen sehr gern !",https://www.immobilienscout24.de/expose/113193574,Gas,41.06,1,,12055 Berlin,,Neukölln,Neukölln,7.733804188991719,Neuk,Neukö
"Heidestraße 19, 10557 Berlin, Tiergarten (Tiergarten)",ADLER Wohnen Service GmbH Gänsemarkt 50 20354 Hamburg,,2.0,,2019.0,,True,,liegt vor,Bedarfsausweis,,,5 von 5,2642.69,122.29,Fernwärme,2275.82,4552,2019.0,244.58,Erstbezug,True,3.0,Mit besten Aussichten - 4-Zi-Penthouse mit Balkon und Dachterrasse zum Erstbezug direkt am HBF!,https://www.immobilienscout24.de/expose/113236800,Fernwärme,122.29,4,Heidestraße,10557 Berlin,19,Tiergarten,Tiergarten,18.61002534957887,Mitt,Tierg
"10707 Berlin, Wilmersdorf (Wilmersdorf) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,,1.0,,,,True,,laut Gesetz nicht erforderlich,,,,0 von 4,1500.0,0.0,,1200.0,2400,2018.0,300.0,Gepflegt,,,"Stilvolle, gepflegte 2-Zimmer-EG-Wohnung mit Einbauküche in Wilmersdorf, Berlin",https://www.immobilienscout24.de/expose/113199309,,60.0,2,,10707 Berlin,,Wilmersdorf,Wilmersdorf,20.0,ChWi,Wilmd
"Heidestraße 19, 10557 Berlin, Tiergarten (Tiergarten)",ADLER Wohnen Service GmbH Gänsemarkt 50 20354 Hamburg,,2.0,,2019.0,,True,,liegt vor,Bedarfsausweis,,,5 von 5,2231.61,100.75,Fernwärme,1929.36,3859,2019.0,201.5,Erstbezug,True,2.0,Über den Wolken - Stilvolle Penthousewohnung mit Balkon und Dachterasse zum Erstbezug mit EBK!,https://www.immobilienscout24.de/expose/113236809,Fernwärme,100.75,3,Heidestraße,10557 Berlin,19,Tiergarten,Tiergarten,19.149975186104218,Mitt,Tierg
"Krowelstr. 14a, 13581 Berlin, Spandau (Spandau)",Renate Nikolay Immobilien u. Finanzdienstleistungen,,2.0,,1991.0,,True,,,,,,5 von 5,1120.0,120.0,Zentralheizung,780.0,2340,1991.0,220.0,Gepflegt,True,3.0,"DG, 4 Zimmer, super Schnitt mit 2 Bädern & Loggias am Burgwallgraben in Spandau ab sofort",https://www.immobilienscout24.de/expose/113243082,Öl,94.0,4,Krowelstraße,13581 Berlin,14A,Spandau,Spandau,8.297872340425531,Span,Spand
"Osloer Straße 99, 13359 Berlin, Wedding (Wedding)",EB IMMOBILIENMANAGEMENT GmbH Kaiserin-Augusta-Allee 113 10553 Berlin,,1.0,,1918.0,,True,,liegt vor,Verbrauchsausweis,,131.0,5 von 5,1540.38,122.0,Zentralheizung,1204.38,3613.14,2015.0,214.0,Modernisiert,,2.0,Familienwohnung in gediegenem Altbau - keine WG-Eignung,https://www.immobilienscout24.de/expose/113244808,Öl,128.81,3,Osloer Straße,13359 Berlin,99,Wedding,Wedding,9.35005046192066,Mitt,Weddg
"Heidestraße 19, 10557 Berlin, Tiergarten (Tiergarten)",ADLER Wohnen Service GmbH Gänsemarkt 50 20354 Hamburg,,2.0,,2019.0,,True,,liegt vor,Bedarfsausweis,,,1 von 5,1959.27,93.97,Fernwärme,1677.36,3355,2019.0,187.94,Erstbezug,True,2.0,Lichtdurchflutete Dreiraumwohnung mit zwei großen Bädern und viel Platz an der Sonne!,https://www.immobilienscout24.de/expose/113236336,Fernwärme,93.97,3,Heidestraße,10557 Berlin,19,Tiergarten,Tiergarten,17.84995211237629,Mitt,Tierg
"10707 Berlin, Wilmersdorf (Wilmersdorf) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",IMMODO GmbH Ballenstetder Straße 16a 10709 Berlin,,1.0,,1906.0,,True,,liegt vor,Verbrauchsausweis,,110.12,1 von 6,1800.0,0.0,Gas-Heizung,1500.0,3 NKM,,300.0,Modernisiert,,3.0,Exklusive Altbau-Wohnung in ruhiger Ku'damm Seitenstraße!,https://www.immobilienscout24.de/expose/113256892,Gas,90.0,3,,10707 Berlin,,Wilmersdorf,Wilmersdorf,16.666666666666668,ChWi,Wilmd
"Heidestraße 19, 10557 Berlin, Tiergarten (Tiergarten)",ADLER Wohnen Service GmbH Gänsemarkt 50 20354 Hamburg,,2.0,,2019.0,,True,,liegt vor,Bedarfsausweis,,,0 von 5,2622.9,121.15,Fernwärme,2259.45,4519,2019.0,242.3,Erstbezug,True,2.0,1. Reihe am Wasser - mehr geht nicht! Ideal für Wohnen und Arbeiten gleichzeitig!,https://www.immobilienscout24.de/expose/113299781,Fernwärme,121.15,3,Heidestraße,10557 Berlin,19,Tiergarten,Tiergarten,18.65002063557573,Mitt,Tierg
"Gaußstraße 2, 12459 Berlin, Oberschöneweide (Köpenick)",FARINA GmbH Gesellschaft für Immobilienverwaltung und -beratung Bundesplatz 8 10715 Berlin,,1.0,,1900.0,,True,,liegt vor,Verbrauchsausweis,,139.8,2 von 5,425.0,0.0,Zentralheizung,360.0,850,2011.0,65.0,,True,1.0,BESICHTIGUNG AM 31.01.2020 - 9.30 Uhr - Appartements für Studenten und Auszubildende,https://www.immobilienscout24.de/expose/113271981,Erdgas schwer,22.1,1,Gaußstraße,12459 Berlin,2,Oberschöneweide,Köpenick,16.289592760180994,TrKö,Köpen
"Heidestraße 19, 10557 Berlin, Tiergarten (Tiergarten)",ADLER Wohnen Service GmbH Gänsemarkt 50 20354 Hamburg,,2.0,,2019.0,,True,,liegt vor,Bedarfsausweis,,,0 von 5,1833.98,85.7,Fernwärme,1576.88,3154,2019.0,171.4,Erstbezug,True,2.0,Terrasse zum Wasser und zur Piazza - die perfekte Kombination! Mit EBK und zum Erstbezug!,https://www.immobilienscout24.de/expose/113300190,Fernwärme,85.7,3,Heidestraße,10557 Berlin,19,Tiergarten,Tiergarten,18.400000000000002,Mitt,Tierg
"Heidestraße 19, 10557 Berlin, Tiergarten (Tiergarten)",ADLER Wohnen Service GmbH Gänsemarkt 50 20354 Hamburg,,2.0,,2019.0,,True,,liegt vor,Bedarfsausweis,,,1 von 5,2119.62,92.56,Fernwärme,1841.94,3684.00,2019.0,185.12,Erstbezug,True,3.0,1. Reihe am Wasser - mehr geht nicht! Ideal für Wohnen und Arbeiten gleichzeitig!,https://www.immobilienscout24.de/expose/113300404,Fernwärme,92.56,4,Heidestraße,10557 Berlin,19,Tiergarten,Tiergarten,19.899956784788245,Mitt,Tierg
"Weitlingstraße 58, 10317 Berlin, Lichtenberg (Lichtenberg)",EB IMMOBILIENMANAGEMENT GmbH Kaiserin-Augusta-Allee 113 10553 Berlin,,1.0,,1900.0,,True,,liegt vor,Bedarfsausweis,,,4 von 4,1212.3,,Etagenheizung,1050.3,3150.90,2018.0,162.0,Gepflegt,,2.0,Sonnige Familienwohnung im Dach,https://www.immobilienscout24.de/expose/113333179,Gas,90.0,3,Weitlingstraße,10317 Berlin,58,Lichtenberg,Lichtenberg,11.67,Lich,Liber
"Heidestraße 19, 10557 Berlin, Tiergarten (Tiergarten)",ADLER Wohnen Service GmbH Gänsemarkt 50 20354 Hamburg,,2.0,,2019.0,,True,,liegt vor,Bedarfsausweis,,,1 von 5,1774.43,81.96,Fernwärme,1528.55,3058,2019.0,163.92,Erstbezug,True,2.0,Perfekt aufgeteilte 3-Zi.-Wohnung in Mitte zum Erstbezug mit toller EBK!,https://www.immobilienscout24.de/expose/113300617,Fernwärme,81.96,3,Heidestraße,10557 Berlin,19,Tiergarten,Tiergarten,18.649951195705224,Mitt,Tierg
"Weitlingstraße 57, 10317 Berlin, Lichtenberg (Lichtenberg)",EB IMMOBILIENMANAGEMENT GmbH Kaiserin-Augusta-Allee 113 10553 Berlin,,1.0,,1900.0,,,,liegt vor,Bedarfsausweis,,,4 von 4,1043.38,,Etagenheizung,904.38,2713.14,2018.0,139.0,Modernisiert,,1.0,Sonnige Pärchenwohnung mit Weitblick,https://www.immobilienscout24.de/expose/113333184,Gas,77.1,2,Weitlingstraße,10317 Berlin,57,Lichtenberg,Lichtenberg,11.729961089494164,Lich,Liber
"Gerichtstraße 65-68, 13347 Berlin, Wedding (Wedding)",Immobilienverwaltung Riebeling GmbH,,,,,,True,,,,,,4,536.0,,,460.0,3 Monatskaltmieten,,76.0,,True,,"* Willkommen Studenten und Azubis, schöne 1-Zimmer-Wohnung *",https://www.immobilienscout24.de/expose/113338202,,19.5,1,Gerichtstraße,13347 Berlin,65,Wedding,Wedding,23.58974358974359,Mitt,Weddg
"Gerichtstraße 65-68, 13347 Berlin, Wedding (Wedding)",Immobilienverwaltung Riebeling GmbH,,,,,,True,,,,,,5,786.0,,,668.0,2004.00,,118.0,,,,Schöne Studentenwohnung zum SS mit EBK,https://www.immobilienscout24.de/expose/113343869,,30.38,1,Gerichtstraße,13347 Berlin,65,Wedding,Wedding,21.988150098749177,Mitt,Weddg
"Linienstr. 214, 10119 Berlin, Mitte (Mitte)",VM Gormannstr.14 GmbH,,1.0,,2014.0,,True,,liegt zur Besichtigung vor,,,,2 von 5,1200.0,0.0,Gas-Heizung,1020.0,3630.00,2019.0,240.0,Vollständig renoviert,True,,"1.020 €, 55 m², 1 Zimmer",https://www.immobilienscout24.de/expose/112980761,Gas,55.0,1,Linienstraße,10119 Berlin,214,Mitte,Mitte,18.545454545454547,Mitt,Mitte
"Gerichtstraße 65-68, 13347 Berlin, Wedding (Wedding)",Immobilienverwaltung Riebeling GmbH,,,,,,True,,liegt zur Besichtigung vor,,,,4,553.0,0.0,,475.0,3 Monatskaltmieten,2019.0,78.0,Neuwertig,True,,Apartment für Studenten und Azubis,https://www.immobilienscout24.de/expose/113344392,,19.9,1,Gerichtstraße,13347 Berlin,65,Wedding,Wedding,23.869346733668344,Mitt,Weddg
"14089 Berlin, Kladow (Spandau) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,,1.0,,1986.0,,True,,laut Gesetz nicht erforderlich,,,,1 von 1,640.0,0.0,Zentralheizung,520.0,3 NKM,2017.0,120.0,Gepflegt,,,Freundliche 2-Zimmer-Einliegewohnung für einen Einpersonenhaushalt in Kladow zu vermieten,https://www.immobilienscout24.de/expose/113361526,Erdgas leicht,60.0,2,,14089 Berlin,,Kladow,Spandau,8.666666666666666,Span,Spand
"Voxstraße 1, 10785 Berlin, Tiergarten (Tiergarten)",ZIEGERT – Bank- und Immobilienconsulting GmbH Zimmerstraße 16 10969 Berlin,,1.0,,1990.0,,True,,,Verbrauchsausweis,,207.5,5 von 11,2286.0,0.0,Fernwärme,1787.0,5361.00,,499.0,,True,2.0,#Erhaben – repräsentative Miet-Maisonette mit großem Balkon direkt am Potsdamer Platz!,https://www.immobilienscout24.de/expose/113185009,Fernwärme-Dampf,110.75,3,Voxstraße,10785 Berlin,1,Tiergarten,Tiergarten,16.135440180586908,Mitt,Tierg
"Bizestr. 127, 13088 Berlin, Weißensee (Weißensee)",Wolff + Wolff Immobilien GmbH,,1.0,,2019.0,,,,,,,,0,1220.0,80.0,Zentralheizung,1060.0,3976.50,2019.0,80.0,Erstbezug nach Sanierung,,1.0,Schöne Remise zu vermieten!!! Neubau 2019 !!!,https://www.immobilienscout24.de/expose/113000565,Gas,53.02,2,Bizetstraße,13088 Berlin,127,Weißensee,Weißensee,19.992455677102978,Pank,Weißs
"Erasmusstr. 9, 10553 Berlin, Tiergarten (Tiergarten)",,,1.0,,1960.0,,True,,liegt zur Besichtigung vor,,,,1 von 5,1280.0,0.0,Fernwärme,971.0,2560,2019.0,309.0,Vollständig renoviert,,,2 Zimmer neue Desigwohnung im Herzen von Berlin (Tiergarten),https://www.immobilienscout24.de/expose/113010562,Fernwärme,53.0,2,Erasmusstraße,10553 Berlin,9,Tiergarten,Tiergarten,18.32075471698113,Mitt,Tierg
"Heynstr. 31, 13187 Berlin, Pankow (Pankow)",Wolff + Wolff Immobilien GmbH,,1.0,,1917.0,,,,,,,,0 von 4,1230.0,100.0,Zentralheizung,1046.85,3140.55,,83.15,Erstbezug nach Sanierung,,1.0,Schöne 2-Raumwohnung zu vermieten!!! Erstbezug nach Sanierung!!!,https://www.immobilienscout24.de/expose/113000956,Fernwärme,69.79,2,Heynstraße,13187 Berlin,31,Pankow,Pankow,14.999999999999998,Pank,Panko
"Zimmerstraße 94, 10969 Berlin-Mitte, Mitte (Mitte)",Trockland Management GmbH Hauptstraße 27 10827 Berlin,,2.0,,2018.0,,True,,liegt vor,Bedarfsausweis,,,7 von 7,2529.81,85.0,Fußbodenheizung,2274.81,6824.43,,170.0,Erstbezug,True,2.0,NEW / Living in the heart of Berlin - CHARLIE LIVING,https://www.immobilienscout24.de/expose/113072281,Fernwärme,90.02,3,Zimmerstraße,10969 Berlin-Mitte,94,Mitte,Mitte,25.27005109975561,Mitt,Mitte
"Zimmerstraße 94, 10969 Berlin-Mitte, Mitte (Mitte)",Trockland Management GmbH Hauptstraße 27 10827 Berlin,,1.0,,2018.0,,True,,liegt vor,Bedarfsausweis,,,6 von 7,1931.26,77.25,Fußbodenheizung,1699.51,5098.53,,154.5,Erstbezug,True,2.0,NEW / Neubau Nähe Checkpoint Charlie - CHARLIE LIVING,https://www.immobilienscout24.de/expose/113060317,Fernwärme,80.78,3,Zimmerstraße,10969 Berlin-Mitte,94,Mitte,Mitte,21.038747214657093,Mitt,Mitte
"10997 Berlin, Kreuzberg (Kreuzberg) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",IMMODO GmbH Ballenstetder Straße 16a 10709 Berlin,,1.0,,1910.0,,True,,liegt vor,Verbrauchsausweis,,114.02,3 von 5,1900.0,0.0,Fernwärme,1620.0,4860,2019.0,280.0,Erstbezug nach Sanierung,,1.0,Wohnen am Schlesischen Tor - Möblierte 2 Zimmer AB-Wohnung,https://www.immobilienscout24.de/expose/113112315,Fernwärme,65.0,2,,10997 Berlin,,Kreuzberg,Kreuzberg,24.923076923076923,FrKr,Kreuz
"Ferdinandstraße 33, 12209 Berlin, Lichterfelde (Steglitz)",HGHI Immobilien Verwaltung GmbH Jägerstr. 49/50 10117 Berlin,,2.0,,,,True,,,,,,2 von 4,1926.54,0.0,Zentralheizung,1651.32,3-Monats-Nettokaltmieten,,275.22,Modernisiert,True,3.0,+++ Familienfreundliche 4-Zimmer-Wohnung in ruhiger Lage +++,https://www.immobilienscout24.de/expose/113072612,,137.61,4,Ferdinandstraße,12209 Berlin,33,Lichterfelde,Steglitz,11.999999999999998,StZe,Stegl
"Gerichtstraße 65, 13347 Berlin, Wedding (Wedding)",Immobilienverwaltung Riebeling GmbH,,,,,,True,,,,,,3,531.0,,,455.0,3 Monatskaltmieten,,76.0,,,,Helles Zimmer für Studenten & Azubis,https://www.immobilienscout24.de/expose/113128859,,19.5,1,Gerichtstraße,13347 Berlin,65,Wedding,Wedding,23.333333333333332,Mitt,Weddg
"Im Lindenhof 1, 10365 Berlin, Lichtenberg (Lichtenberg)",Reinsperger Immobilien GmbH An der Alten Brauerei 1 14482 Potsdam,,1.0,,1895.0,,True,,liegt vor,Bedarfsausweis,,,0 von 4,952.0,0.0,Zentralheizung,750.0,3 Kaltmieten,2019.0,202.0,Erstbezug nach Sanierung,True,1.0,Wohnen im „Lindenhof“: Komfortable MOVE-IN-Suite mit Sonnen-Loggia und Freisitz,https://www.immobilienscout24.de/expose/113019242,Fernwärme,58.0,2,Im Lindenhof,10365 Berlin,1,Lichtenberg,Lichtenberg,12.931034482758621,Lich,Liber
"Gaußstraße 2, 12459 Berlin, Oberschöneweide (Köpenick)",FARINA GmbH Gesellschaft für Immobilienverwaltung und -beratung Bundesplatz 8 10715 Berlin,,1.0,,1900.0,,True,,liegt vor,Verbrauchsausweis,,139.8,5 von 5,530.0,0.0,Zentralheizung,400.0,1060.00,2011.0,130.0,,True,2.0,BESICHTIGUNG AM 31.01.2020 - 09.45 Uhr - 2-Zimmer-Appartement für Studenten und Auszubildende,https://www.immobilienscout24.de/expose/113134312,Erdgas schwer,40.29,2,Gaußstraße,12459 Berlin,2,Oberschöneweide,Köpenick,9.928021841648052,TrKö,Köpen
"Sybelstr. 32, 10629 Berlin, Charlottenburg (Charlottenburg)",BIMA Geschäftsführungs- und Verwaltungs GmbH Sybelstraße 32 10629 Berlin,,1.0,,1994.0,,True,,liegt vor,Bedarfsausweis,,,5 von 5,1567.39,95.0,Zentralheizung,1280.94,3 Nettokaltmieten,,191.45,Saniert,True,1.0,Schöne 3-Zi-DG mit Aufzug Nähe Kurfürstendamm,https://www.immobilienscout24.de/expose/113127102,Fernwärme,88.19,3,Sybelstraße,10629 Berlin,32,Charlottenburg,Charlottenburg,14.524776051706544,ChWi,Charl
"10623 Berlin, Charlottenburg (Charlottenburg) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",KKL Immobilienmanagement GmbH Tauentzienstraße 6 10789 Berlin,,1.0,,1896.0,,True,,liegt vor,Bedarfsausweis,,,3 von 5,2500.0,0.0,Fernwärme,2065.0,6195,,435.0,,True,,Stilvolla Altbauwohnung im Herzen Berlins!,https://www.immobilienscout24.de/expose/113141338,,182.13,4,,10623 Berlin,,Charlottenburg,Charlottenburg,11.33805523527151,ChWi,Charl
"14059 Berlin-Charlottenburg, Charlottenburg (Charlottenburg) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",Drenkhahn Immobilien GmbH Ulmenstraße 26 18057 Rostock,,1.0,,1970.0,,,,liegt zur Besichtigung vor,,,,3 von 8,1099.0,0.0,Zentralheizung,1099.0,3297.00,1995.0,,Erstbezug nach Sanierung,True,,"!!NEU!! Moderne trifft 70er, voll möbliertes Appartement in Charlottenburg",https://www.immobilienscout24.de/expose/113142128,Fernwärme,43.0,"1,5",,14059 Berlin-Charlottenburg,,Charlottenburg,Charlottenburg,25.558139534883722,ChWi,Charl
"Borsigstraße 28, 10115 Berlin, Mitte (Mitte)",,,1.0,,,,True,,,,,,4 von 5,1415.76,0.0,,1250.0,3000,,165.76,,,,"Stilvolle, geräumige 2-Zimmer-Wohnung mit Einbauküche in Mitte, Berlin",https://www.immobilienscout24.de/expose/113149327,,85.0,2,Borsigstraße,10115 Berlin,28,Mitte,Mitte,14.705882352941176,Mitt,Mitte
"Schubartstr. 57, 13509 Berlin, Wittenau (Reinickendorf)",Apart Berlin GmbH Kurfürstendamm 219 10719 Berlin,,3.0,,1908.0,,True,,liegt vor,Verbrauchsausweis,,,3 von 4,1565.47,0.0,Fernwärme,1285.47,3856.41,2016.0,280.0,Gepflegt,,2.0,VIDEO:3 Zimmer DG Maisonette mit Terrasse in Wittenau,https://www.immobilienscout24.de/expose/113163701,Fernwärme,150.0,3,Schubartstraße,13509 Berlin,57,Wittenau,Reinickendorf,8.5698,Rein,Reind
"Friedrichshagener Straße 2, 12555 Berlin, Köpenick (Köpenick)",Bewocon - Berliner Wohnbau Consult GmbH Leipziger Platz 10 10117 Berlin,,1.0,,,,True,,laut Gesetz nicht erforderlich,,,,0 von 5,1738.0,0.0,Fußbodenheizung,1373.0,3856.41,,365.0,Erstbezug,True,2.0,Baumgartenufer - Moderne 3-Zimmerwohnung mit Blick ins Grüne,https://www.immobilienscout24.de/expose/112968331,,114.42,3,Friedrichshagener Straße,12555 Berlin,2,Köpenick,Köpenick,11.999650410767348,TrKö,Köpen
"Stresemannstraße 74, 10963 Berlin, Kreuzberg (Kreuzberg)",Hausverwaltung Optima GmbH,,,,1968.0,,True,,liegt vor,Verbrauchsausweis,,160.0,15 von 17,895.0,0.0,,695.0,2085.00,,200.0,,True,,"All Inclusive! Zentral, modernisiert & möbliert inkl. Highspeed-Internet!",https://www.immobilienscout24.de/expose/112677615,Fernwärme,38.0,1,Stresemannstraße,10963 Berlin,74,Kreuzberg,Kreuzberg,18.289473684210527,FrKr,Kreuz
"Heidestraße 19, 10557 Berlin, Tiergarten (Tiergarten)",ADLER Wohnen Service GmbH Gänsemarkt 50 20354 Hamburg,,,,2019.0,,True,,liegt vor,Bedarfsausweis,,,4 von 6,1774.15,81.57,Fernwärme,1529.44,3059,2019.0,163.14,Erstbezug,True,2.0,Alles was das Herz begehrt. Balkon und Loggia gibts dazu!,https://www.immobilienscout24.de/expose/112730517,Fernwärme,81.57,3,Heidestraße,10557 Berlin,19,Tiergarten,Tiergarten,18.750030648522742,Mitt,Tierg
"Neue Grünstraße 40, 10117 Berlin, Mitte (Mitte)",Perfect Immo and Travel Services GmbH,,,,2014.0,,,,,,,,5 von 6,1990.0,,Zentralheizung,1600.0,2500,,390.0,Neuwertig,True,,Stilvoll möblierte Wohnung Neubau in Mitte am Spittelmarkt!,https://www.immobilienscout24.de/expose/112598358,,80.0,3,Neue Grünstraße,10117 Berlin,40,Mitte,Mitte,20.0,Mitt,Mitte
"13053 Berlin, Alt-Hohenschönhausen (Hohenschönhausen) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,,2.0,,,,True,,,,,,4 von 4,2450.0,0.0,Zentralheizung,2200.0,3 NKM,,250.0,,,,Obersee HighEnd Penthouse Sauna Kamine beh. Wintergarten FBHZ,https://www.immobilienscout24.de/expose/112723498,,135.0,3,,13053 Berlin,,Alt-Hohenschönhausen,Hohenschönhausen,16.296296296296298,,
"Gerichtstraße 66, 13347 Berlin, Wedding (Wedding)",Immobilienverwaltung Riebeling GmbH,,,,,,True,,,,,,5,791.0,,,673.0,3 Monatskaltmieten,,118.0,,True,,"Einzelapartment frei im Studio B (für Studenten, Azubis und young professionals)",https://www.immobilienscout24.de/expose/112789581,,30.38,1,Gerichtstraße,13347 Berlin,66,Wedding,Wedding,22.152732060566162,Mitt,Weddg
"Chausseestraße 60, 10115 Berlin, Mitte (Mitte)",Hausverwaltung Optima GmbH Straße der Pariser Kommune 38 10243 Berlin,,2.0,,2016.0,,,,liegt vor,Bedarfsausweis,,,4 von 7,1561.65,0.0,Fußbodenheizung,1303.65,3 Nettokaltmieten,,190.0,,True,2.0,"Exklusive, moderne 3-Zimmerwohnung! Sofern gewünscht mit EBK",https://www.immobilienscout24.de/expose/112796773,Fernwärme,86.91,3,Chausseestraße,10115 Berlin,60,Mitte,Mitte,15.000000000000002,Mitt,Mitte
"Rückerstraße 8, 10119 Berlin, Mitte (Mitte)",,,1.0,,2003.0,,True,,liegt vor,Verbrauchsausweis,,,1 von 5,2095.0,0.0,Fernwärme,1795.0,5385,2019.0,300.0,Vollständig renoviert,True,,Schöner wohnen mitten im Scheunenviertel,https://www.immobilienscout24.de/expose/112815836,Fernwärme,112.0,3,Rückerstraße,10119 Berlin,8,Mitte,Mitte,16.026785714285715,Mitt,Mitte
"Linienstraße 220, 10115 Berlin, Mitte (Mitte)",New Standard Planen und Bauen GmbH Berlin,,2.0,,2018.0,,True,,liegt vor,Bedarfsausweis,,,1 von 5,3020.0,0.0,Zentralheizung,2650.0,3 NKM,,370.0,Erstbezug,True,3.0,Erstbezug: perfekte 4-Zimmer-Wohnung mit Balkon u. 2 eleganten Bädern,https://www.immobilienscout24.de/expose/112890273,Fernwärme,122.0,4,Linienstraße,10115 Berlin,220,Mitte,Mitte,21.721311475409838,Mitt,Mitte
"Heidestraße 19, 10557 Berlin, Tiergarten (Tiergarten)",ADLER Wohnen Service GmbH Gänsemarkt 50 20354 Hamburg,,2.0,,2019.0,,True,,liegt vor,Bedarfsausweis,,,0 von 6,2508.24,119.44,Fernwärme,2149.92,4300,2019.0,238.88,Erstbezug,True,2.0,Traumwohnung mit Sonnenterrasse zum Innenhof! EBK und Erstbezug!,https://www.immobilienscout24.de/expose/112896914,Fernwärme,119.44,3,Heidestraße,10557 Berlin,19,Tiergarten,Tiergarten,18.0,Mitt,Tierg
"Juliusstr. 29, 12051 Berlin, Neukölln (Neukölln)",Klarholz Immobilien Wexstr. 23 10715 Berlin,,,,1910.0,,,,liegt vor,Verbrauchsausweis,,,1,1491.0,0.0,Zentralheizung,1200.0,3600,,131.0,Gepflegt,,,Gut geschnittene 3 Zi.Whg. mit 2 Balkonen und modernem neuen Bad,https://www.immobilienscout24.de/expose/112842366,Gas,93.0,3,Juliusstraße,12051 Berlin,29,Neukölln,Neukölln,12.903225806451612,Neuk,Neukö
"Heidestraße 19, 10557 Berlin, Tiergarten (Tiergarten)",ADLER Wohnen Service GmbH Gänsemarkt 50 20354 Hamburg,,2.0,,2019.0,,True,,liegt vor,Bedarfsausweis,,,3 von 5,2065.06,97.87,Fernwärme,1771.45,3543,2019.0,195.74,Erstbezug,True,3.0,Loggia zur Piazza oder Balkon zum Innenhof - SIE entscheiden!,https://www.immobilienscout24.de/expose/112897084,Fernwärme,97.87,4,Heidestraße,10557 Berlin,19,Tiergarten,Tiergarten,18.100030652906916,Mitt,Tierg
