straße,bezirk,wohnlage_einstufung,gebietsstand,hausnummer,buchstabe,lage_im_stadtgebiet,ortsteil
HornbacherWeg,TrKö,mittel,29,29,29,29,29
Hornblendeweg,Neuk,einfach,1,1,1,1,0
Hornblendeweg,Neuk,mittel,22,22,22,22,0
Hornetweg,MaHe,einfach,46,46,46,46,46
Hornetweg,MaHe,mittel,11,11,11,11,11
Hornoer Ring,MaHe,einfach,1,0,1,1,1
Hornsteiner Weg,MaHe,mittel,1,0,1,1,1
Hornstraße,FrKr,mittel,19,19,19,19,19
Hornstraße,FrKr,mittel *,4,4,4,4,4
Hornungweg,MaHe,einfach,25,25,25,25,25
Hornungweg,MaHe,mittel,66,66,66,66,66
Horst-Caspar-Steig,Neuk,mittel,1,0,1,1,0
Horst-Kohl-Straße,StZe,gut,14,14,14,14,14
Horst-Kohl-Straße,StZe,gut *,2,2,2,2,2
Horst-Kohl-Straße,StZe,mittel,4,4,4,4,4
Horst-Kunze-Weg,TrKö,gut,1,0,1,1,1
Horstwalder Straße,TSch,mittel,124,124,124,124,124
Horstwalder Straße,TSch,mittel *,6,6,6,6,6
Horstweg,ChWi,mittel,41,41,41,41,41
Horstweg,ChWi,mittel *,1,1,1,1,1
Hortensienplatz,StZe,gut,1,0,1,1,1
Hortensienstraße,StZe,gut,60,60,60,60,60
Hortensienstraße,StZe,gut *,9,9,9,9,9
Horterweg,Lich,mittel,70,70,70,70,70
Horterweg,Lich,mittel *,6,6,6,6,6
Hortwinkeler Weg,TrKö,einfach,1,0,1,1,1
Hosemannstraße,MaHe,mittel,1,0,1,1,1
Hosemannstraße,Pank,mittel,17,17,17,17,17
Hosemannstraße,Pank,mittel *,55,55,55,55,55
Hospitalstraße,Span,einfach,1,0,1,1,1
Hossauerweg,TSch,einfach,78,78,78,78,78
Hossauerweg,TSch,einfach *,1,1,1,1,1
Hottengrundweg,Span,mittel,1,0,1,1,1
Hoyerswerdaer Straße,MaHe,mittel,37,37,37,37,37
Hoyerswerdaer Straße,MaHe,mittel*,1,1,1,1,1
Hranitzkystraße,TSch,einfach,24,24,24,24,24
Hranitzkystraße,TSch,mittel,33,33,33,33,33
Hranitzkystraße,TSch,mittel*,8,8,8,8,8
Hubertusallee,ChWi,gut,5,5,5,5,5
Hubertusallee,ChWi,gut *,139,139,139,139,139
Hubertusbader Straße,ChWi,gut,1,0,1,1,1
Hubertusdamm,Pank,mittel *,1,0,1,1,1
Hubertusstraße,Lich,mittel,35,35,35,35,35
Hubertusstraße,Lich,mittel *,3,3,3,3,3
Hubertusstraße,Lich,mittel*,1,1,1,1,1
Hubertusstraße,Rein,mittel,1,0,1,1,1
Hubertusstraße,Span,mittel,200,200,200,200,200
Hubertusstraße,Span,mittel *,1,1,1,1,1
Hubertusstraße,StZe,gut,11,11,11,11,11
Hubertusstraße,StZe,gut *,3,3,3,3,3
Hubertusstraße,TrKö,mittel,1,0,1,1,1
Hubertusweg,Rein,gut,51,51,51,51,51
Hubertusweg,Rein,mittel,1,1,1,1,1
Huberweg,Span,einfach,130,130,130,130,130
Huberweg,Span,einfach *,3,3,3,3,3
Hufelandstraße,Pank,gut,84,84,84,84,84
Hufelandstraße,Pank,gut *,4,4,4,4,4
Hufelandstraße,Pank,mittel *,1,1,1,1,1
Hufenweg,TrKö,mittel,1,0,1,1,1
Huflattichweg,Pank,einfach,1,0,1,1,1
Hugenottenplatz,Pank,mittel,1,0,1,1,1
Hugo-Cassirer-Straße,Span,mittel,11,11,11,11,11
Hugo-Cassirer-Straße,Span,mittel *,47,47,47,47,47
Hugo-Distler-Straße,MaHe,mittel,1,0,1,1,1
Hugo-Heimann-Straße,Neuk,einfach,56,56,56,56,0
Hugo-Heimann-Straße,Neuk,einfach *,2,2,2,2,0
Hugo-Junkers-Straße,TrKö,mittel,1,0,1,1,1
Hugo-Vogel-Straße,StZe,gut,1,0,1,1,1
Hugo-Wolf-Steig,TrKö,gut,1,0,1,1,1
Hultschiner Damm,MaHe,einfach,20,20,20,20,20
Hultschiner Damm,MaHe,einfach *,128,128,128,128,128
Hultschiner Damm,MaHe,einfach*,3,3,3,3,3
Hultschiner Damm,MaHe,mittel,49,49,49,49,49
Hultschiner Damm,MaHe,mittel *,390,390,390,390,390
Hultschiner Damm,MaHe,mittel*,17,17,17,17,17
Humannstraße,Rein,einfach,70,70,70,70,70
Humannstraße,Rein,einfach *,10,10,10,10,10
Humboldtinsel,Rein,gut,1,0,1,1,1
Humboldtstraße,ChWi,gut,76,76,76,76,76
Humboldtstraße,ChWi,gut *,7,7,7,7,7
Humboldtstraße,Rein,einfach,79,79,79,79,79
Humboldtstraße,Rein,einfach *,4,4,4,4,4
Humboldtstraße,Rein,mittel,11,11,11,11,11
Humboldtstraße,Rein,mittel *,1,1,1,1,1
Humboldtstraße,TSch,mittel,1,0,1,1,1
Hummelstraße,MaHe,mittel,1,0,1,1,1
Humperdinckstraße,StZe,gut,1,0,1,1,1
Hunckemüllerweg,Span,einfach,1,0,1,1,1
Hundekehlestraße,ChWi,gut,3,3,3,3,3
Hundekehlestraße,ChWi,gut *,35,35,35,35,35
Hundingstraße,Pank,mittel,1,0,1,1,1
Hundsfelder Straße,TrKö,mittel,1,0,1,1,1
Hundsteinweg,TSch,mittel,148,148,148,148,148
Hundsteinweg,TSch,mittel *,11,11,11,11,11
Hunsrückstraße,Pank,mittel,80,80,80,80,80
Hunsrückstraße,Pank,mittel *,3,3,3,3,3
Huntestraße,StZe,mittel,1,0,1,1,1
Huronseestraße,Lich,mittel,100,100,100,100,100
Huronseestraße,Lich,mittel *,1,1,1,1,1
Husemannstraße,Pank,gut,64,64,64,64,64
Husemannstraße,Pank,gut *,2,2,2,2,2
Hussitenstraße,Mitt,einfach,73,73,73,73,73
Hussitenstraße,Mitt,einfach *,2,2,2,2,2
Husstraße,TrKö,mittel,255,255,255,255,255
Husstraße,TrKö,mittel *,37,37,37,37,37
Husumer Straße,MaHe,mittel,98,98,98,98,98
Husumer Straße,MaHe,mittel *,2,2,2,2,2
Huttenstraße,Mitt,einfach,3,3,3,3,3
Huttenstraße,Mitt,einfach *,71,71,71,71,71
Huttenstraße,Rein,gut,1,0,1,1,1
Huttwiler Weg,Rein,einfach,1,0,1,1,1
Hyazinthenstraße,StZe,gut,3,3,3,3,3
Hyazinthenstraße,StZe,gut*,1,1,1,1,1
Hähnelstraße,TSch,gut,18,18,18,18,18
Hähnelstraße,TSch,gut *,2,2,2,2,2
Hämmerlingstraße,TrKö,gut,78,78,78,78,78
Hämmerlingstraße,TrKö,gut *,22,22,22,22,22
Hämmerlingstraße,TrKö,mittel,115,115,115,115,115
Hämmerlingstraße,TrKö,mittel *,33,33,33,33,33
Hämmerlingstraße,TrKö,mittel*,1,1,1,1,1
Händelallee,Mitt,gut,80,80,80,80,80
Händelallee,Mitt,gut *,1,1,1,1,1
Händelplatz,StZe,mittel *,1,0,1,1,1
Händelstraße,MaHe,mittel,1,0,1,1,1
Hänflingsteig,MaHe,einfach,59,59,59,59,59
Hänflingsteig,MaHe,mittel,23,23,23,23,23
Hänselstraße,Neuk,einfach,12,12,12,12,0
Hänselstraße,TrKö,einfach,1,1,1,1,1
Hänselstraße,TrKö,mittel,55,55,55,55,55
Hänselstraße,TrKö,mittel *,1,1,1,1,1
Hänselstraße,TrKö,mittel*,1,1,1,1,1
Höchste Straße,FrKr,mittel,1,0,1,1,1
Hödurstraße,Pank,mittel,98,98,98,98,98
Hödurstraße,Pank,mittel *,4,4,4,4,4
Höhensteig,TrKö,einfach,9,9,9,9,9
Höhensteig,TrKö,mittel,1,1,1,1,1
Höhenweg,Span,mittel,1,0,1,1,1
Höhmannstraße,ChWi,gut,1,0,1,1,1
Höhndorfstraße,TSch,mittel,38,38,38,38,38
Höhndorfstraße,TSch,mittel *,2,2,2,2,2
Hölderlinstraße,ChWi,gut,1,0,1,1,1
Höllentalweg,Rein,einfach,1,0,1,1,1
Hönower Straße,Lich,gut,50,50,50,50,50
Hönower Straße,Lich,gut *,5,5,5,5,5
Hönower Straße,MaHe,einfach,18,18,18,18,18
Hönower Straße,MaHe,einfach *,159,159,159,159,159
Hönower Straße,MaHe,einfach*,5,5,5,5,5
Hönower Straße,MaHe,mittel,25,25,25,25,25
Hönower Straße,MaHe,mittel *,335,335,335,335,335
Hönower Weg,Lich,mittel,125,125,125,125,125
Hönower Weg,Lich,mittel *,5,5,5,5,5
Hönower Wiesenweg,Lich,mittel,70,70,70,70,70
Hönower Wiesenweg,Lich,mittel *,2,2,2,2,2
Höpfertsteig,Rein,mittel,1,0,1,1,1
Hörselbergstraße,MaHe,mittel,1,0,1,1,1
Hörstenweg,Pank,mittel,1,0,1,1,1
Hübnerstraße,FrKr,mittel,13,13,13,13,13
Hübnerstraße,FrKr,mittel *,1,1,1,1,1
Hüfnerweg,Neuk,einfach,19,19,19,19,0
Hüfnerweg,Neuk,einfach *,1,1,1,1,0
Hügelschanze,Span,einfach,25,25,25,25,25
Hügelschanze,Span,einfach *,2,2,2,2,2
Hülsenplatz,Lich,mittel,1,0,1,1,1
Hümmlingweg,Span,einfach,1,0,1,1,1
Hünefeldzeile,StZe,mittel,17,17,17,17,17
Hünefeldzeile,StZe,mittel *,1,1,1,1,1
Hünensteig,StZe,gut,25,25,25,25,25
Hünensteig,StZe,gut *,1,1,1,1,1
Hünensteig,StZe,mittel,26,26,26,26,26
Hüninger Straße,StZe,gut,1,0,1,1,1
Hüsung,Neuk,mittel,1,0,1,1,0
Hüttendorfer Weg,TrKö,mittel,22,22,22,22,22
Hüttendorfer Weg,TrKö,mittel *,1,1,1,1,1
Hüttenroder Weg,Neuk,einfach,1,0,1,1,0
Hüttenweg,ChWi,gut,1,1,1,1,1
Hüttenweg,ChWi,gut *,9,9,9,9,9
Hüttenweg,StZe,gut,68,68,68,68,68
Hüttenweg,StZe,gut *,10,10,10,10,10
Hüttigpfad,ChWi,einfach,1,0,1,1,1
Ibisweg,Neuk,einfach,1,0,1,1,0
Ibsenstraße,Pank,mittel,25,25,25,25,25
Iburger Ufer,ChWi,mittel,1,0,1,1,1
Ida-von-Arnim-Straße,Mitt,mittel,3,3,3,3,3
Ida-von-Arnim-Straße,Mitt,mittel *,1,1,1,1,1
Idastraße,Pank,mittel,1,0,1,1,1
Ideallee,Pank,einfach,1,0,1,1,1
Idsteiner Straße,StZe,gut,25,25,25,25,25
Idsteiner Straße,StZe,mittel,19,19,19,19,19
Idunastraße,Pank,mittel,70,70,70,70,70
Idunastraße,Pank,mittel *,1,1,1,1,1
Ifenpfad,TSch,mittel,28,28,28,28,28
Ifenpfad,TSch,mittel *,3,3,3,3,3
Ifflandstraße,MaHe,mittel,1,0,1,1,1
Ifflandstraße,Mitt,mittel,4,4,4,4,4
Ifflandstraße,Mitt,mittel*,2,2,2,2,2
Igelsteig,TrKö,mittel,1,0,1,1,1
Iglauer Straße,MaHe,einfach,1,0,1,1,1
Igo-Etrich-Straße,TrKö,einfach,1,0,1,1,1
Ihnestraße,StZe,gut,144,144,144,144,144
Ihnestraße,StZe,gut *,1,1,1,1,1
Ikaruspfad,Span,mittel,1,0,1,1,1
Ilbeshäuser Weg,Rein,einfach,21,21,21,21,21
Ilbeshäuser Weg,Rein,mittel,19,19,19,19,19
Ilbeshäuser Weg,Rein,mittel *,5,5,5,5,5
Ilgenweg,Neuk,einfach,1,0,1,1,0
Illerzeile,Rein,mittel,1,0,1,1,1
Illigstraße,TSch,mittel,158,158,158,158,158
Illigstraße,TSch,mittel *,1,1,1,1,1
Illstraße,TSch,gut,12,12,12,12,12
Illstraße,TSch,gut *,1,1,1,1,1
Illzacher Weg,TSch,mittel,1,0,1,1,1
Ilmenauer Straße,ChWi,gut,11,11,11,11,11
Ilmenauer Straße,ChWi,gut *,3,3,3,3,3
Ilmenauer Weg,Span,mittel,1,0,1,1,1
Ilsenburger Straße,ChWi,einfach,13,13,13,13,13
Ilsenburger Straße,ChWi,einfach *,2,2,2,2,2
Ilsenburger Straße,ChWi,mittel,12,12,12,12,12
Ilsenburger Straße,ChWi,mittel *,2,2,2,2,2
Ilsenburgstraße,Pank,mittel *,1,0,1,1,1
Ilsenhof,Neuk,einfach,1,0,1,1,0
Ilsensteinweg,StZe,gut,134,134,134,134,134
Ilsensteinweg,StZe,gut *,1,1,1,1,1
Ilsestraße,Lich,gut,48,48,48,48,48
Ilsestraße,Lich,gut *,2,2,2,2,2
Ilsestraße,Lich,mittel,104,104,104,104,104
Ilsestraße,Neuk,einfach,26,26,26,26,0
Ilsestraße,Neuk,einfach *,2,2,2,2,0
Iltisstraße,StZe,gut,10,10,10,10,10
Iltisstraße,StZe,gut *,1,1,1,1,1
Im Achterkastell,Lich,einfach *,1,0,1,1,1
Im Amseltal,Rein,gut,1,0,1,1,1
Im Amtmannsgarten,Neuk,einfach,1,0,1,1,0
Im Augarten,MaHe,mittel,1,0,1,1,1
Im Bauernbusch,Neuk,einfach,1,0,1,1,0
Im Brachfeldwinkel,Rein,mittel,46,46,46,46,46
Im Brachfeldwinkel,Rein,mittel*,1,1,1,1,1
Im Dohl,Span,gut,1,0,1,1,1
Im Dol,StZe,gut,137,137,137,137,137
Im Dol,StZe,gut *,3,3,3,3,3
Im Domstift,TSch,einfach,24,24,24,24,24
Im Domstift,TSch,mittel,76,76,76,76,76
Im Eck,TSch,mittel,1,0,1,1,1
Im Eichengrund,Span,mittel,1,0,1,1,1
Im Erpelgrund,Rein,mittel,218,218,218,218,218
Im Erpelgrund,Rein,mittel*,1,1,1,1,1
Im Eulengrund,Span,gut,1,0,1,1,1
Im Fischgrund,Rein,gut,108,108,108,108,108
Im Fischgrund,Rein,gut *,1,1,1,1,1
Im Gartenheim,StZe,mittel,1,0,1,1,1
Im Gehege,StZe,gut,15,15,15,15,15
Im Gehege,StZe,gut *,2,2,2,2,2
Im Gestell,StZe,gut,1,0,1,1,1
Im Grund,Span,einfach,1,0,1,1,1
Im Haselwinkel,TrKö,mittel,1,0,1,1,1
Im Havelblick,Span,mittel,1,0,1,1,1
Im Heidewinkel,Span,einfach,23,23,23,23,23
Im Heidewinkel,Span,mittel,35,35,35,35,35
Im Hornisgrund,ChWi,gut,1,0,1,1,1
Im Hufenschlag,Rein,einfach,31,31,31,31,31
Im Hufenschlag,Rein,mittel,28,28,28,28,28
Im Hufenschlag,Rein,mittel *,4,4,4,4,4
Im Kieferngrund,StZe,gut,1,0,1,1,1
Im Kinderland,StZe,gut,1,0,1,1,1
Im Lesachtal,TSch,mittel,1,0,1,1,1
Im Lichtenhain,Lich,mittel,42,42,42,42,42
Im Lichtenhain,Lich,mittel *,4,4,4,4,4
Im Lindenhof,Lich,mittel,1,0,1,1,1
Im Marienpark,TSch,einfach,39,39,39,39,39
Im Marienpark,TSch,einfach *,3,3,3,3,3
Im Mittelbusch,StZe,gut,1,0,1,1,1
Im Mühlenfelde,StZe,gut,40,40,40,40,40
Im Mühlenfelde,StZe,gut *,3,3,3,3,3
Im Rehgrund,Rein,mittel,1,0,1,1,1
Im Riedgrund,Rein,mittel,1,0,1,1,1
Im Rodeland,Rein,einfach,30,30,30,30,30
Im Rodeland,Rein,einfach *,1,1,1,1,1
Im Rosengrund,Neuk,einfach,82,82,82,82,0
Im Rosengrund,Neuk,einfach *,3,3,3,3,0
Im Saatwinkel,Rein,einfach,52,52,52,52,52
Im Saatwinkel,Rein,einfach *,5,5,5,5,5
Im Schwarzen Grund,StZe,gut,48,48,48,48,48
Im Schwarzen Grund,StZe,gut *,1,1,1,1,1
Im Schönower Park,StZe,gut,8,8,8,8,8
Im Spektefeld,Span,einfach,32,32,32,32,32
Im Spektefeld,Span,mittel,36,36,36,36,36
Im Spektefeld,Span,mittel *,1,1,1,1,1
Im Vogtland,Rein,mittel,18,18,18,18,18
Im Vogtland,Rein,mittel *,1,1,1,1,1
Im Waldwinkel,Rein,einfach,1,0,1,1,1
Im Wiesenbusch,Rein,mittel,1,0,1,1,1
Im Winkel,StZe,gut,1,0,1,1,1
Im Winkel,TrKö,einfach,1,0,1,1,1
Im Wolfsgartenfeld,Rein,mittel,40,40,40,40,40
Im Wolfsgartenfeld,Rein,mittel *,2,2,2,2,2
ImHeidewinkel,Span,mittel,13,13,13,13,13
ImHufenschlag,Rein,einfach*,1,1,1,1,1
Imbrosweg,TSch,einfach,13,13,13,13,13
Imbrosweg,TSch,mittel,140,140,140,140,140
Imbrosweg,TSch,mittel *,1,1,1,1,1
Imbuschweg,Neuk,einfach,1,0,1,1,0
Imchenallee,Span,gut,41,41,41,41,41
Imchenallee,Span,mittel,156,156,156,156,156
Imchenplatz,Span,mittel,1,0,1,1,1
Imhoffweg,TSch,mittel,1,0,1,1,1
Imkerweg,TrKö,einfach,78,78,78,78,78
Imkerweg,TrKö,einfach *,2,2,2,2,2
Immanuelkirchstraße,Pank,gut,35,35,35,35,35
Immanuelkirchstraße,Pank,gut *,1,1,1,1,1
Immanuelkirchstraße,Pank,mittel *,2,2,2,2,2
Immenweg,StZe,gut,27,27,27,27,27
Immenweg,StZe,gut *,2,2,2,2,2
Immenweg,StZe,mittel,23,23,23,23,23
Immenweg,StZe,mittel *,1,1,1,1,1
Immergrünsteig,Span,einfach,1,0,1,1,1
Immortellenweg,MaHe,einfach,1,0,1,1,1
In den Alboingärten,TSch,mittel,1,0,1,1,1
In den Floragärten,Pank,mittel,1,0,1,1,1
In den Gärten,Neuk,einfach,1,0,1,1,0
In den Kaveln,Rein,mittel,1,0,1,1,1
In den Leonorengärten,StZe,gut,59,59,59,59,59
In den Leonorengärten,StZe,mittel,47,47,47,47,47
In den Ministergärten,Mitt,gut,10,10,10,10,10
In den Ministergärten,Mitt,gut *,3,3,3,3,3
In den Neuen Gärten,StZe,gut,62,62,62,62,62
In den Neuen Gärten,StZe,gut *,1,1,1,1,1
In den Schifferbergen,Rein,mittel,1,0,1,1,1
In der Halde,StZe,gut,30,30,30,30,30
In der Halde,StZe,gut *,1,1,1,1,1
Indigofinkweg,Pank,einfach,20,20,20,20,20
Indigofinkweg,Pank,einfach*,42,42,42,42,42
Indira-Gandhi-Straße,Lich,mittel *,48,48,48,48,48
Indira-Gandhi-Straße,Pank,mittel,3,3,3,3,3
Indira-Gandhi-Straße,Pank,mittel *,45,45,45,45,45
Indira-Gandhi-Straße,Pank,mittel*,1,1,1,1,1
Indrastraße,Pank,mittel,1,0,1,1,1
Industriestraße,TSch,einfach,39,39,39,39,39
Industriestraße,TSch,einfach *,1,1,1,1,1
Ines-Bolla-Pfad,StZe,mittel,1,0,1,1,1
Inge-Beisheim-Platz,Mitt,gut,2,2,2,2,2
Inge-Beisheim-Platz,Mitt,gut*,1,1,1,1,1
Ingeborg-Drewitz-Allee,Mitt,mittel *,1,0,1,1,1
Ingeborgstraße,Pank,mittel,26,26,26,26,26
Ingeborgstraße,Pank,mittel *,2,2,2,2,2
IngelfingerWeg,Span,einfach,1,0,1,1,1
Ingelheimer Straße,Lich,gut,1,1,1,1,1
Ingelheimer Straße,Lich,mittel,3,3,3,3,3
Ingeweg,MaHe,einfach,23,23,23,23,23
Ingeweg,MaHe,einfach *,2,2,2,2,2
Ingeweg,MaHe,mittel,33,33,33,33,33
Ingolstädter Straße,MaHe,mittel,1,0,1,1,1
Ingostraße,TSch,mittel,1,0,1,1,1
Ingridpfad,StZe,mittel,1,0,1,1,1
Ingwerweg,Pank,einfach,1,0,1,1,1
Ingwäonenweg,Pank,mittel,1,0,1,1,1
Innsbrucker Platz,TSch,mittel *,1,0,1,1,1
Innsbrucker Straße,TSch,gut,43,43,43,43,43
Innsbrucker Straße,TSch,gut *,4,4,4,4,4
Innsbrucker Straße,TSch,mittel,7,7,7,7,7
Innsbrucker Straße,TSch,mittel *,4,4,4,4,4
Innstraße,Neuk,einfach,35,35,35,35,0
Innstraße,Neuk,einfach *,4,4,4,4,0
Innungsstraße,Rein,einfach,1,0,1,1,1
Insel der Jugend (Insel),TrKö,mittel,1,0,1,1,1
Insel-Rügen-Weg,Pank,mittel,1,0,1,1,1
Inselstraße,Mitt,gut *,6,6,6,6,6
Inselstraße,Mitt,gut*,1,1,1,1,1
Inselstraße,Mitt,mittel,2,2,2,2,2
Inselstraße,Mitt,mittel *,1,1,1,1,1
Inselstraße,StZe,gut,1,0,1,1,1
Insterburgallee,ChWi,gut,20,20,20,20,20
Insterburgallee,ChWi,gut *,11,11,11,11,11
Interessentenweg,Rein,einfach,11,11,11,11,11
Interessentenweg,Rein,einfach *,8,8,8,8,8
Intzestraße,TSch,mittel,1,0,1,1,1
Invalidensiedlung,Rein,mittel,61,61,61,61,61
Invalidensiedlung,Rein,mittel *,15,15,15,15,15
Invalidenstraße,Mitt,einfach,1,1,1,1,1
Invalidenstraße,Mitt,einfach *,3,3,3,3,3
Invalidenstraße,Mitt,einfach*,2,2,2,2,2
Invalidenstraße,Mitt,gut,6,6,6,6,6
Invalidenstraße,Mitt,gut *,52,52,52,52,52
Invalidenstraße,Mitt,mittel,6,6,6,6,6
Invalidenstraße,Mitt,mittel *,90,90,90,90,90
Iranische Straße,Mitt,einfach,8,8,8,8,8
Iranische Straße,Mitt,einfach *,1,1,1,1,1
Irenenstraße,Lich,mittel *,1,0,1,1,1
Irisring,Pank,mittel,1,0,1,1,1
Irmastraße,MaHe,mittel,50,50,50,50,50
Irmastraße,MaHe,mittel *,1,1,1,1,1
Irmfriedstraße,MaHe,einfach,45,45,45,45,45
Irmfriedstraße,MaHe,mittel,65,65,65,65,65
Irmfriedstraße,MaHe,mittel *,3,3,3,3,3
Irmgardstraße,StZe,gut,1,0,1,1,1
Isarstraße,Neuk,einfach,12,12,12,12,0
Isarstraße,Neuk,einfach *,2,2,2,2,0
Isegrimsteig,Rein,mittel,1,0,1,1,1
Iselbergplatz,MaHe,mittel,1,0,1,1,1
Iselbergstraße,MaHe,mittel,1,0,1,1,1
Iselersteig,TrKö,einfach,10,10,10,10,10
Iselersteig,TrKö,einfach *,2,2,2,2,2
Isenburger Weg,Span,einfach,129,129,129,129,129
Isenburger Weg,Span,einfach *,15,15,15,15,15
Isenheimer Weg,StZe,gut,1,0,1,1,1
Iserlohner Straße,Span,einfach,1,0,1,1,1
Isingstraße,TrKö,einfach,13,13,13,13,13
Isingstraße,TrKö,mittel,2,2,2,2,2
Isländische Straße,Pank,mittel,14,14,14,14,14
Isländische Straße,Pank,mittel *,4,4,4,4,4
Isoldestraße,StZe,gut,1,0,1,1,1
Isoldestraße,TSch,gut,7,7,7,7,7
Isoldestraße,TSch,gut *,4,4,4,4,4
Ithweg,StZe,gut,1,0,1,1,1
Jablonskistraße,Pank,gut,36,36,36,36,36
Jablonskistraße,Pank,gut *,3,3,3,3,3
Jablonskistraße,Pank,mittel *,1,1,1,1,1
Jackyallee,TrKö,einfach,1,0,1,1,1
Jacobsenweg,Rein,einfach,56,56,56,56,56
Jacobsenweg,Rein,einfach *,45,45,45,45,45
Jacobsohnstraße,Pank,mittel,80,80,80,80,80
Jacobsohnstraße,Pank,mittel *,3,3,3,3,3
Jacobystraße,Mitt,mittel,1,0,1,1,1
Jaczostraße,Span,mittel,116,116,116,116,116
Jaczostraße,Span,mittel *,4,4,4,4,4
Jadeweg,Span,einfach,1,0,1,1,1
Jaehnstraße,StZe,gut,1,0,1,1,1
Jafféstraße,ChWi,gut,1,0,1,1,1
Jagen 37,TrKö,einfach,1,0,1,1,1
Jagowstraße,Mitt,mittel,34,34,34,34,34
Jagowstraße,Mitt,mittel *,4,4,4,4,4
Jagowstraße,Rein,mittel,1,0,1,1,1
Jagowstraße,Span,einfach,27,27,27,27,27
Jagowstraße,Span,einfach *,2,2,2,2,2
Jahnstraße,FrKr,einfach,7,7,7,7,7
Jahnstraße,FrKr,mittel,9,9,9,9,9
Jahnstraße,FrKr,mittel *,2,2,2,2,2
Jahnstraße,MaHe,mittel,1,0,1,1,1
Jahnstraße,Neuk,einfach,160,160,160,160,0
Jahnstraße,Neuk,einfach *,3,3,3,3,0
Jahnstraße,Rein,mittel,1,0,1,1,1
Jahnstraße,TrKö,einfach,1,0,1,1,1
Jakobikirchstraße,FrKr,einfach,1,0,1,1,1
James-Cook-Straße,Span,gut,1,0,1,1,1
James-Franck-Straße,TrKö,einfach,1,0,1,1,1
James-Hobrecht-Straße,Pank,mittel,1,0,1,1,1
Jan-Petersen-Straße,MaHe,einfach,7,7,7,7,7
Jan-Petersen-Straße,MaHe,mittel,22,22,22,22,22
Janischweg,Span,mittel,1,0,1,1,1
Janitzkystraße,TrKö,mittel,138,138,138,138,138
Janitzkystraße,TrKö,mittel*,1,1,1,1,1
Jansastraße,Neuk,einfach,12,12,12,12,0
Jansastraße,Neuk,einfach *,3,3,3,3,0
Jansenstraße,Rein,mittel,42,42,42,42,42
Jansenstraße,Rein,mittel *,1,1,1,1,1
Janusz-Korczak-Straße,MaHe,einfach,1,1,1,1,1
Janusz-Korczak-Straße,MaHe,mittel,48,48,48,48,48
Janusz-Korczak-Straße,MaHe,mittel *,8,8,8,8,8
Jasminweg,ChWi,gut *,1,0,1,1,1
Jasmunder Straße,Mitt,einfach,1,0,1,1,1
Jastrower Weg,TrKö,mittel,54,54,54,54,54
Jastrower Weg,TrKö,mittel *,3,3,3,3,3
Jathoweg,Rein,mittel,1,0,1,1,1
Jean-Calas-Weg,Pank,mittel,53,53,53,53,53
Jean-Calas-Weg,Pank,mittel *,3,3,3,3,3
Jean-Jaurès-Straße,Rein,mittel,21,21,21,21,21
Jean-Jaurès-Straße,Rein,mittel *,1,1,1,1,1
Jean-Monnet-Straße,Mitt,einfach,1,1,1,1,1
Jean-Monnet-Straße,Mitt,einfach *,2,2,2,2,2
Jean-Paul-Weg,TSch,mittel,1,0,1,1,1
Jeanette-Wolff-Straße,Neuk,mittel,1,0,1,1,0
Jebensstraße,ChWi,mittel,2,2,2,2,2
Jebensstraße,ChWi,mittel *,5,5,5,5,5
Jenaer Straße,ChWi,gut,28,28,28,28,28
Jenaer Straße,ChWi,gut *,2,2,2,2,2
Jenaer Straße,MaHe,mittel,82,82,82,82,82
Jenaer Straße,MaHe,mittel *,1,1,1,1,1
Jenbacher Weg,StZe,mittel,1,0,1,1,1
Jenneweg,Span,mittel,1,0,1,1,1
Jenny-Lind-Straße,Pank,mittel,1,0,1,1,1
Jerichower Straße,MaHe,einfach,1,0,1,1,1
Jerusalemer Straße,Mitt,gut,18,18,18,18,18
Jerusalemer Straße,Mitt,mittel,12,12,12,12,12
Jesse-Owens-Allee,ChWi,mittel,1,0,1,1,1
Jessnerstraße,FrKr,mittel,116,116,116,116,116
Jessnerstraße,FrKr,mittel *,10,10,10,10,10
Jeverstraße,StZe,mittel,19,19,19,19,19
Jeverstraße,StZe,mittel *,2,2,2,2,2
Joachim-Böhmer-Straße,Lich,einfach,1,0,1,1,1
Joachim-Friedrich-Straße,ChWi,gut *,1,0,1,1,1
Joachim-Gottschalk-Weg,Neuk,mittel,1,0,1,1,0
Joachim-Karnatz-Allee,Mitt,mittel,33,33,33,33,33
Joachim-Karnatz-Allee,Mitt,mittel *,12,12,12,12,12
Joachim-Ringelnatz-Straße,MaHe,mittel,83,83,83,83,83
Joachim-Ringelnatz-Straße,MaHe,mittel *,1,1,1,1,1
Joachimsthaler Straße,ChWi,gut *,1,0,1,1,1
Joachimsthaler Straße,Lich,mittel,1,0,1,1,1
Joachimstraße,Mitt,gut,10,10,10,10,10
Joachimstraße,Mitt,mittel,9,9,9,9,9
Joachimstraße,StZe,gut,1,0,1,1,1
Joachimstraße (Bohnd),TrKö,einfach,48,48,48,48,48
Joachimstraße (Bohnd),TrKö,einfach*,2,2,2,2,2
Joachimstraße (Köpen),TrKö,gut,15,15,15,15,15
Joachimstraße (Köpen),TrKö,gut *,4,4,4,4,4
Jochemplatz,StZe,gut *,1,1,1,1,1
