Titel,Url,Kaltmiete,Nebenkosten,Heizkosten,Gesamtmiete,Kaution o. Genossenschaftsanteile,Typ,Etage,Wohnfläche ca.,Bezugsfrei ab,Zimmer,Badezimmer,Balkon/ Terrasse,Personenaufzug,Wohnberechtigungsschein erforderlich,Baujahr,Heizungsart,Wesentliche Energieträger,Energieausweis,Energieausweistyp,Anbieter,Adreese
Leopoldplatz! gemütliche 2 Zimmerwohnung - EBK - WG-taugl. - ca. 62m² - 788€ warm,https://www.immobilienscout24.de/expose/115234025,610 €,178 €,inkl. 44 €,788 €,3 x Nettokaltmieten,Etagenwohnung,2,"61,68 m²",01.04.2020,2,,,,,1961,,,liegt vor,Verbrauchsausweis,Stadthaus Verwaltungsgesellschaft mbH Franklinstr. 28/ 29 10587 Berlin,"Triftstr. 63, 13353 Berlin, Wedding (Wedding)"
Hasenheide - Leben im Quartier,https://www.immobilienscout24.de/expose/115221551,"1.047,92 €","114,84 €","86,13 €","1.248,89 €",2xNKM,Etagenwohnung,5 von 8,"57,42 m²",2. Quartal 2020,2,1,True,True,,2019,Fußbodenheizung,KWK fossil,liegt vor,Bedarfsausweis,Bewocon - Berliner Wohnbau Consult GmbH Leipziger Platz 10 10117 Berlin,"Hasenheide 74, 10967 Berlin, Neukölln (Neukölln)"
Hasenheide - Leben im Quartier,https://www.immobilienscout24.de/expose/115220991,"696,74 €","54,65 €","40,98 €","792,37 €",2xNKM,Etagenwohnung,4 von 8,"27,32 m²",2. Quartal 2020,1,1,True,True,,2019,Fußbodenheizung,KWK fossil,liegt vor,Bedarfsausweis,Bewocon - Berliner Wohnbau Consult GmbH Leipziger Platz 10 10117 Berlin,"Hasenheide 74, 10967 Berlin, Neukölln (Neukölln)"
Gemütliche 2 Zimmer Wohnung am Baumschulenweg! - modernes Bad - Dielen - ca. 70m² - 790 € + HK,https://www.immobilienscout24.de/expose/115220078,663 €,127 €,0 €,790 €,3x Nettokaltmiete,Etagenwohnung,2,"70,29 m²",01.02.2020,2,,True,,,1905,Etagenheizung,Gas,liegt vor,Verbrauchsausweis,Stadthaus Verwaltungsgesellschaft mbH Franklinstr. 28/ 29 10587 Berlin,"Kiefholzstr. 188, 12437 Berlin, Baumschulenweg (Treptow)"
Hasenheide - Leben im Quartier,https://www.immobilienscout24.de/expose/115221030,"1.140,83 €","125,02 €","93,77 €","1.359,61 €",2xNKM,Etagenwohnung,4 von 8,"62,51 m²",2. Quartal 2020,2,1,True,True,,2019,Fußbodenheizung,KWK fossil,liegt vor,Bedarfsausweis,Bewocon - Berliner Wohnbau Consult GmbH Leipziger Platz 10 10117 Berlin,"Hasenheide 74, 10967 Berlin, Neukölln (Neukölln)"
Hasenheide - Leben im Quartier,https://www.immobilienscout24.de/expose/115221049,"1.191,63 €","138,16 €","103,62 €","1.433,41 €",2xNKM,Etagenwohnung,4 von 8,"69,08 m²",2. Quartal 2020,2,1,True,True,,2019,Fußbodenheizung,KWK fossil,liegt vor,Bedarfsausweis,Bewocon - Berliner Wohnbau Consult GmbH Leipziger Platz 10 10117 Berlin,"Hasenheide 74, 10967 Berlin, Neukölln (Neukölln)"
Hasenheide - Leben im Quartier,https://www.immobilienscout24.de/expose/115221127,"1.114,97 €","122,19 €","91,64 €","1.328,79 €",2xNKM,Etagenwohnung,4 von 8,"61,09 m²",2. Quartal 2020,2,1,True,True,,2019,Fußbodenheizung,KWK fossil,liegt vor,Bedarfsausweis,Bewocon - Berliner Wohnbau Consult GmbH Leipziger Platz 10 10117 Berlin,"Hasenheide 74, 10967 Berlin, Neukölln (Neukölln)"
Hasenheide - Leben im Quartier,https://www.immobilienscout24.de/expose/115221288,"741,63 €","57,60 €","43,20 €","842,43 €",2xNKM,Etagenwohnung,5 von 8,"28,8 m²",2. Quartal 2020,1,1,True,True,,2019,Fußbodenheizung,KWK fossil,liegt vor,Bedarfsausweis,Bewocon - Berliner Wohnbau Consult GmbH Leipziger Platz 10 10117 Berlin,"Hasenheide 74, 10967 Berlin, Neukölln (Neukölln)"
Hasenheide - Leben im Quartier,https://www.immobilienscout24.de/expose/115221242,"778,60 €","60,47 €","45,36 €","884,43 €",2xNKM,Etagenwohnung,5 von 8,"30,24 m²",2. Quartal 2020,1,1,True,True,,2019,Fußbodenheizung,KWK fossil,liegt vor,Bedarfsausweis,Bewocon - Berliner Wohnbau Consult GmbH Leipziger Platz 10 10117 Berlin,"Hasenheide 74, 10967 Berlin, Neukölln (Neukölln)"
Hasenheide - Leben im Quartier,https://www.immobilienscout24.de/expose/115221311,"738,15 €","57,33 €",43 €,"838,48 €",2xNKM,Etagenwohnung,5 von 8,"28,67 m²",2. Quartal 2020,1,1,True,True,,2019,Fußbodenheizung,KWK fossil,liegt vor,Bedarfsausweis,Bewocon - Berliner Wohnbau Consult GmbH Leipziger Platz 10 10117 Berlin,"Hasenheide 74, 10967 Berlin, Neukölln (Neukölln)"
Hasenheide - Leben im Quartier,https://www.immobilienscout24.de/expose/115221078,"1.127,30 €","123,54 €","92,66 €","1.343,50 €",2xNKM,Etagenwohnung,4 von 8,"61,77 m²",2. Quartal 2020,2,1,True,True,,2019,Fußbodenheizung,KWK fossil,liegt vor,Bedarfsausweis,Bewocon - Berliner Wohnbau Consult GmbH Leipziger Platz 10 10117 Berlin,"10967 Berlin, Neukölln (Neukölln) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter."
Hasenheide - Leben im Quartier,https://www.immobilienscout24.de/expose/115221111,"1.648,49 €","166,94 €","125,20 €","1.940,63 €",2xNKM,Etagenwohnung,4 von 8,"83,47 m²",2. Quartal 2020,3,1,True,True,,2019,Fußbodenheizung,KWK fossil,liegt vor,Bedarfsausweis,Bewocon - Berliner Wohnbau Consult GmbH Leipziger Platz 10 10117 Berlin,"Hasenheide 74, 10967 Berlin, Neukölln (Neukölln)"
Hasenheide - Leben im Quartier,https://www.immobilienscout24.de/expose/115221152,"1.047,88 €","114,84 €","86,13 €","1.248,84 €",2xNKM,Etagenwohnung,4 von 8,"57,42 m²",2. Quartal 2020,2,1,True,True,,2019,Fußbodenheizung,KWK fossil,liegt vor,Bedarfsausweis,Bewocon - Berliner Wohnbau Consult GmbH Leipziger Platz 10 10117 Berlin,"Hasenheide 74, 10967 Berlin, Neukölln (Neukölln)"
Hasenheide - Leben im Quartier,https://www.immobilienscout24.de/expose/115221332,"779,20 €","60,52 €","45,39 €","885,11 €",2xNKM,Etagenwohnung,5 von 8,"30,26 m²",2. Quartal 2020,1,1,True,True,,2019,Fußbodenheizung,KWK fossil,liegt vor,Bedarfsausweis,Bewocon - Berliner Wohnbau Consult GmbH Leipziger Platz 10 10117 Berlin,"Hasenheide 74, 10967 Berlin, Neukölln (Neukölln)"
Hasenheide - Leben im Quartier,https://www.immobilienscout24.de/expose/115221370,"803,88 €","89,32 €","66,99 €","960,19 €",2xNKM,Etagenwohnung,5 von 8,"44,66 m²",2. Quartal 2020,1,1,,True,,2019,Fußbodenheizung,KWK fossil,liegt vor,Bedarfsausweis,Bewocon - Berliner Wohnbau Consult GmbH Leipziger Platz 10 10117 Berlin,"Hasenheide 74, 10967 Berlin, Neukölln (Neukölln)"
Hasenheide - Leben im Quartier,https://www.immobilienscout24.de/expose/115221411,"1.192,06 €","138,21 €","103,66 €","1.433,93 €",2xNKM,Etagenwohnung,5 von 8,"69,11 m²",2. Quartal 2020,2,1,True,True,,2019,Fußbodenheizung,KWK fossil,liegt vor,Bedarfsausweis,Bewocon - Berliner Wohnbau Consult GmbH Leipziger Platz 10 10117 Berlin,"Hasenheide 74, 10967 Berlin, Neukölln (Neukölln)"
Hasenheide - Leben im Quartier,https://www.immobilienscout24.de/expose/115221507,"1.651,89 €","167,28 €","125,46 €","1.944,63 €",2xNKM,Etagenwohnung,5 von 8,"83,64 m²",2. Quartal 2020,3,1,True,True,,2019,Fußbodenheizung,KWK fossil,liegt vor,Bedarfsausweis,Bewocon - Berliner Wohnbau Consult GmbH Leipziger Platz 10 10117 Berlin,"Hasenheide 74, 10967 Berlin, Neukölln (Neukölln)"
Hasenheide - Leben im Quartier,https://www.immobilienscout24.de/expose/115221422,"1.140,83 €","125,02 €","93,77 €","1.359,61 €",2xNKM,Etagenwohnung,5 von 8,"62,51 m²",2. Quartal 2020,2,1,True,True,,2019,Fußbodenheizung,KWK fossil,liegt vor,Bedarfsausweis,Bewocon - Berliner Wohnbau Consult GmbH Leipziger Platz 10 10117 Berlin,"Hasenheide 74, 10967 Berlin, Neukölln (Neukölln)"
Hasenheide - Leben im Quartier,https://www.immobilienscout24.de/expose/115221523,"1.114,97 €","122,19 €","91,64 €","1.328,79 €",2xNKM,Etagenwohnung,5 von 8,"61,09 m²",2. Quartal 2020,2,1,True,True,,2019,Fußbodenheizung,KWK fossil,liegt vor,Bedarfsausweis,Bewocon - Berliner Wohnbau Consult GmbH Leipziger Platz 10 10117 Berlin,"Hasenheide 74, 10967 Berlin, Neukölln (Neukölln)"
Hasenheide - Leben im Quartier,https://www.immobilienscout24.de/expose/115221446,"1.127,36 €","123,55 €","92,66 €","1.343,56 €",2xNKM,Etagenwohnung,5 von 8,"61,77 m²",2. Quartal 2020,2,1,True,True,,2019,Fußbodenheizung,KWK fossil,liegt vor,Bedarfsausweis,Bewocon - Berliner Wohnbau Consult GmbH Leipziger Platz 10 10117 Berlin,"Hasenheide 74, 10967 Berlin, Neukölln (Neukölln)"
Hasenheide - Leben im Quartier,https://www.immobilienscout24.de/expose/115221472,1.636 €,"165,68 €","124,26 €","1.926,03 €",2xNKM,Etagenwohnung,5 von 8,"82,84 m²",2. Quartal 2020,3,1,True,True,,2019,Fußbodenheizung,KWK fossil,liegt vor,Bedarfsausweis,Bewocon - Berliner Wohnbau Consult GmbH Leipziger Platz 10 10117 Berlin,"Hasenheide 74, 10967 Berlin, Neukölln (Neukölln)"
"#Weitblick – kompakt mit Charme, gegenüber den Potsdamer Platz Arkaden!",https://www.immobilienscout24.de/expose/115205233,877 €,211 €,in Nebenkosten enthalten,1.088 €,"2.631,00 EUR",Etagenwohnung,7 von 11,"46,87 m²",nach Vereinbarung,1,0,True,True,,1990,Fernwärme,Fernwärme-Dampf,,Verbrauchsausweis,ZIEGERT – Bank- und Immobilienconsulting GmbH Zimmerstr. 16 10969 Berlin,"Voxstraße 1, 10785 Berlin, Tiergarten (Tiergarten)"
#Panoramafenster über 2 Etagen– luxuriöse Dachgeschossmaisonette am Potsdamer Platz!,https://www.immobilienscout24.de/expose/115205242,2.570 €,705 €,in Nebenkosten enthalten,3.275 €,"7.710,00 EUR",Etagenwohnung,9 von 11,"156,68 m²",nach Vereinbarung,4,1,True,True,,1990,Fernwärme,Fernwärme-Dampf,,Verbrauchsausweis,ZIEGERT – Bank- und Immobilienconsulting GmbH Zimmerstr. 16 10969 Berlin,"Rudolf-von-Gneist-Gasse 1, 10785 Berlin, Tiergarten (Tiergarten)"
Klasse DG-Wohnung mit zwei Terrassen im Neubau!,https://www.immobilienscout24.de/expose/115205641,1.280 €,200 €,in Nebenkosten enthalten,1.480 €,"3840,00",Etagenwohnung,6,"73,34 m²",sofort,2,1,True,True,,2018,Fußbodenheizung,Fernwärme,liegt vor,Bedarfsausweis,Hausverwaltung Optima GmbH Straße der Pariser Kommune 38 10243 Berlin,"Holteistraße 14, 10245 Berlin / Friedrichshain, Friedrichshain (Friedrichshain)"
Über den Dächern von Friedrichshain,https://www.immobilienscout24.de/expose/115207612,"1.636,65 €","348,16 €","inkl. 163,66 €","1.985,81 €",3 Nettokaltmieten,Dachgeschoss,5 von 5,"109,11 m²",,3,,,True,,unbekannt,Fußbodenheizung,,,,Nudelmann & Friends Immobilien GmbH Kurfürstendamm 133 10711 Berlin,"Boxhagenerstraße 62a, 10245 Berlin, Friedrichshain (Friedrichshain)"
Helle Dachgeschosswohnung mit großer Terrasse,https://www.immobilienscout24.de/expose/115206636,1.990 €,240 €,in Nebenkosten enthalten,2.230 €,4500.0 €,Dachgeschoss,6 von 6,110 m²,1.10.2019,3,1,True,,,1870,Gas-Heizung,Gas,liegt vor,Verbrauchsausweis,Hagl Immobilien Lindwurmstraße 167 80337 München,"10247 Berlin, Friedrichshain (Friedrichshain) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter."
#Lichtverwöhnte Avantgardewohnung direkt am Potsdamer Platz - mit Balkon + Wintergarten!,https://www.immobilienscout24.de/expose/115205290,1.990 €,565 €,in Nebenkosten enthalten,2.555 €,"5.970,00 EUR",Etagenwohnung,5 von 11,"125,49 m²",nach Vereinbarung,3,1,True,True,,1998,Fernwärme,Fernwärme-Dampf,,Verbrauchsausweis,ZIEGERT – Bank- und Immobilienconsulting GmbH Zimmerstr. 16 10969 Berlin,"Brüder-Grimm-Gasse 4, 10785 Berlin, Tiergarten (Tiergarten)"
# Wohlfühlen im Herzen der Stadt,https://www.immobilienscout24.de/expose/115205311,1.940 €,487 €,in Nebenkosten enthalten,2.427 €,"5.820,00 EUR",Maisonette,9 von 9,"108,13 m²",nach Vereinbarung,3,2,True,,,1990,Fernwärme,Fernwärme-Dampf,,Verbrauchsausweis,ZIEGERT – Bank- und Immobilienconsulting GmbH Zimmerstr. 16 10969 Berlin,"Brüder-Grimm-Gasse 1, 10785 Berlin, Tiergarten (Tiergarten)"
+ WG-Geeignet + Befristete 3-Raumwohnung im Samariterkiez !,https://www.immobilienscout24.de/expose/115207954,"1.340,68 €","182,82 €",nicht in Nebenkosten enthalten,"1.523,50 € (zzgl. Heizkosten)","4.022,04",Etagenwohnung,1 von 5,"121,88 m²",15.01.2020,3,1,,,,1900,Etagenheizung,,,,BIDDEX Immobiliengesellschaft mbH Marburger Straße 17 10789 Berlin,"Samariterstraße 18, 10247 Berlin, Friedrichshain (Friedrichshain)"
"40qm Studio im lebendigen Kollwitzkiez, voll möbliert, Hinterhof, Hochparterre",https://www.immobilienscout24.de/expose/115208100,760 €,140 €,in Nebenkosten enthalten,900 €,1000,Hochparterre,1 von 4,40 m²,23.02.2020,1,1,,,,1918,Zentralheizung,Strom,,,Weichselstr. 36 12045 Berlin,"Diedenhofer Straße 00, 10405 Berlin, Prenzlauer Berg (Prenzlauer Berg)"
3-Raumwohnung im Samariterkiez mit Balkon! ++Befristet++,https://www.immobilienscout24.de/expose/115207999,"1.389,52 €","189,48 €",nicht in Nebenkosten enthalten,1.579 € (zzgl. Heizkosten),"4.168,56",Etagenwohnung,3 von 5,"126,32 m²",15.01.2020,3,1,,,,1900,Etagenheizung,,,,BIDDEX Immobiliengesellschaft mbH Marburger Straße 17 10789 Berlin,"Samariterstraße 18, 10247 Berlin, Friedrichshain (Friedrichshain)"
"Familienfreundlich Wohnen in preisgekröntem Projekt mit super Blick auf die Spree, Südbalkon + Küche",https://www.immobilienscout24.de/expose/115215595,2.490 €,390 €,in Nebenkosten enthalten,2.880 €,7.470,Etagenwohnung,5 von 6,"129,06 m²",sofort,4,2,True,True,,2019,Fußbodenheizung,Fernwärme,liegt vor,Bedarfsausweis,Bauwerk Capital GmbH & Co. KG Prinzregentenstraße 22 80538 München,"Stralauer Allee 13, 10245 Berlin, Friedrichshain (Friedrichshain)"
Voll möblierte 2-Zimmerwohnung im Herzen des Prenzlauer Berges,https://www.immobilienscout24.de/expose/115216113,1.699 €,150 €,150 €,1.999 €,5097,,5 von 5,"94,17 m²",01.01.2019,2,1,True,True,,1900,Zentralheizung,Gas,liegt vor,Verbrauchsausweis,Preismeyer Verwaltungs GmbH,"Schwedter Str. 244, 10435 Berlin, Mitte (Mitte)"
Am Schäfersee! - Schöne 2 Zimmerwohnung - Dielen - Duschbad -Kammer- 59qm - 608€ + HK,https://www.immobilienscout24.de/expose/115213388,504 €,104 €,0 €,608 €,3 x Nettokaltmieten,Etagenwohnung,1,"59,23 m²",01.02.2020,2,,,,,1907,Etagenheizung,Gas,liegt vor,Bedarfsausweis,Stadthaus Verwaltungsgesellschaft mbH Franklinstr. 28/ 29 10587 Berlin,"Holländerstraße 20, 13407 Berlin, Reinickendorf (Reinickendorf)"
EXTRAORDINÄR. FUTURISTISCH. ÜBERRAGEND. Großzügiges Zuhause im Dachgeschoss zum ERSTBEZUG.,https://www.immobilienscout24.de/expose/115216035,2.690 €,400 €,in Nebenkosten enthalten,3.090 €,8.070,Dachgeschoss,6 von 6,"134,62 m²",sofort,4,2,True,True,,2019,Fußbodenheizung,Fernwärme,liegt vor,Bedarfsausweis,Bauwerk Capital GmbH & Co. KG Prinzregentenstraße 22 80538 München,"Stralauer Allee 13, 10245 Berlin, Friedrichshain (Friedrichshain)"
!WBS! Klassischer Altbau in Pankow !,https://www.immobilienscout24.de/expose/115216508,"389,44 €","175,53 €","inkl. 82,28 €","564,97 €","1.168,32",Etagenwohnung,2 von 5,"54,85 m²",20.01.2020,2,1,,,,1900,Zentralheizung,,,,BIDDEX Immobiliengesellschaft mbH Marburger Straße 17 10789 Berlin,"Mühlenstraße 75, 13187 Berlin, Pankow (Pankow)"
Seniorenwohnhaus Anmietung nur ab dem 50.Lebensjahr möglich,https://www.immobilienscout24.de/expose/115217298,"353,60 €","146,14 €","inkl. 49,67 €","499,74 €","Kaution: 1.088,00 EUR",Etagenwohnung,3,"32,48 m²",16.02.2020,1,,True,True,,1977,Fernwärme,Fernwärme,,Verbrauchsausweis,Deutsche Wohnen Gruppe,"Rohrdamm 56, 13629 Berlin, Siemensstadt (Spandau)"
Senioren-Wohnung mit WBS für ältere Menschen in Berlin Spandau zu vermieten!,https://www.immobilienscout24.de/expose/115203877,500 €,185 €,inkl. 80 €,685 €,"1.500,00",Etagenwohnung,4,"67,78 m²",04.02.2020 Bezug ab sofort oder später möglich,2,1,True,,True,1995,Zentralheizung,Fernwärme,liegt vor,Verbrauchsausweis,Berlinovo Immobilien Gesellschaft mbH Hallesches Ufer 74 - 76 10963 Berlin,"Kulbeweg 24a, 13587 Berlin, Spandau (Spandau)"
"NEW | Neubau im Akazienkiez | moderne 1,5 Zi.-WHG im BRICKS-Quartier |",https://www.immobilienscout24.de/expose/115180148,"849,29 €","79,51 €","33,79 €","962,59 €",3 NKM,Etagenwohnung,4 von 7,"36,14 m²",sofort,"1,5",1,True,True,,2019,Fußbodenheizung,KWK erneuerbar,liegt vor,Verbrauchsausweis,Trockland Management GmbH,"Hauptstraße 29, 10827 Berlin, Schöneberg (Schöneberg)"
Übersichtliche Einraumwohnung zum Altwerden!,https://www.immobilienscout24.de/expose/115180511,"392,12 €","173,82 €","inkl. 55,96 €","565,94 €","Kaution: 1.176,00 EUR",Etagenwohnung,8,"45,02 m²",16.02.2020,1,,True,True,,1965,Fernwärme,Fernwärme,,Verbrauchsausweis,Deutsche Wohnen Gruppe,"Westerwaldstr. 1, 13589 Berlin, Spandau (Spandau)"
"*** VENERDI - BEFRISTET, MÖBLIERT, 2 ZIMMER, BALKON, WG MÖGLICH ***",https://www.immobilienscout24.de/expose/115183333,"857,45 €",90 €,40 €,"987,45 €",,,4 von 5,"69,71 m²",sofort,2,1,True,,,1905,,Erdgas schwer,liegt vor,Verbrauchsausweis,venerdi service GmbH Thulestraße 12 13189 Berlin,"Thulestraße 12, 13189 Berlin, Pankow (Pankow)"
"WBS erforderlich! Neu saniert, mit Balkon, tollem Grundriss und EBK - nahe Schäfersee!",https://www.immobilienscout24.de/expose/115184263,"541,99 €","189,76 €","91,51 €","823,26 €",3 Nettokaltmieten,Erdgeschosswohnung,,"73,44 m²",schon kurzfristig möglich!,3,1,True,,,1976,Zentralheizung,Öl,liegt vor,Verbrauchsausweis,"habitare Immobilien IVD, Immobilienmanagement & Standortberatung, Inhaber: Christian Kurtz Moselstraße 1-2 12159 Berlin","13409 Berlin, Reinickendorf (Reinickendorf) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter."
"Bildschöne Altbauwohnung mit tollem Grundriss, Balkon und EBK - sonniges 2.OG/Trützschlerstraße!",https://www.immobilienscout24.de/expose/115182261,"949,32 €",82 €,116 €,"1.147,32 €",3 Nettokaltmieten,,2,"82,91 m²",sofort möglich!,3,1,True,,,1928,Fernwärme,Fernwärme,liegt vor,Verbrauchsausweis,"habitare Immobilien IVD, Immobilienmanagement & Standortberatung, Inhaber: Christian Kurtz Moselstraße 1-2 12159 Berlin","12487 Berlin, Johannisthal (Treptow) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter."
"Lichtdurchflutetes, schickes Terrassen-DG dicht Treptower Park und Plänterwald!",https://www.immobilienscout24.de/expose/115181209,799 €,90 €,95 €,984 €,3 Monats-Nettokaltmieten,Dachgeschoss,5,"62,3 m²",sofort möglich!,2,1,True,,,1910,Zentralheizung,Gas,liegt vor,Verbrauchsausweis,"habitare Immobilien IVD, Immobilienmanagement & Standortberatung, Inhaber: Christian Kurtz Moselstraße 1-2 12159 Berlin","Wattstraße 13, 12459 Berlin, Oberschöneweide (Köpenick)"
Wunderschöne 4-Zimmerwohnung - Fußläufig zum Treptower Park !,https://www.immobilienscout24.de/expose/115217896,"1.997,50 €",247 €,153 €,"2.397,50 €","5.992,50",Dachgeschoss,5 von 5,"200,95 m²",01.02.2020,4,2,True,True,,2002,Zentralheizung,Gas,liegt vor,Verbrauchsausweis,BauConcept Gesellschaft für Immobilieninvestitionen mbH Katharinenstraße 12 10711 Berlin,"Klinger Straße 2, 12435 Berlin, Plänterwald (Treptow)"
"Erstbezug: helle 2 Zimmer Wohnung mit Einbauküche und Südbalkon, Blick auf Frankfurter Top",https://www.immobilienscout24.de/expose/115185292,1.150 €,175 €,in Nebenkosten enthalten,1.325 €,3450,Etagenwohnung,3 von 5,65 m²,01.02.2020,2,1,True,True,,2019,,,,,,"Erich-Nehlhans-Str. 21, 10247 Berlin, Friedrichshain (Friedrichshain)"
Sanierte Altbau-Whg. im Gräfe Kiez -möbliert -WG geeignet. Beautiful Renovated Property - Furnished,https://www.immobilienscout24.de/expose/115185769,1.575 €,125 €,keine Angabe,1.700 € (zzgl. Heizkosten),3 MM,,4 von 4,84 m²,09.12.2019,3,,,,,1890,Zentralheizung,Gas,liegt zur Besichtigung vor,,HANSEKARREE,"Böckhstrasse 32, 10967 Berlin, Kreuzberg (Kreuzberg)"
Für hohe Ansprüche in Qualität und Ausstattung,https://www.immobilienscout24.de/expose/115187671,1.592 €,"149,25 €",89 €,"1.830,25 €",4700,Etagenwohnung,5 von 6,"99,5 m²",sofort,3,2,True,True,,2014,Fernwärme,Fernwärme,liegt vor,Bedarfsausweis,ALEPA Real Estate GmbH Tauentzienstraße 6 10789 Berlin,"Boyenstraße 36, 10115 Berlin, Mitte (Mitte)"
Ideal für Singles - klein aber fein und lichtdurchflutet,https://www.immobilienscout24.de/expose/115187701,"483,48 €","124,50 €",inkl. 0 €,"483,48 €","1450,44",,6 von 17,32 m²,sofort,1,,,True,,1968,,Fernwärme,liegt vor,Verbrauchsausweis,Hausverwaltung Optima GmbH,"Stresemannstraße 74, 10963 Berlin, Kreuzberg (Kreuzberg)"
Unikat am Botanischen Garten: Dach-Maisonette mit Fahrstuhl,https://www.immobilienscout24.de/expose/115187814,2.290 €,260 €,nicht in Nebenkosten enthalten,2.550 € (zzgl. Heizkosten),6870 EUR,Penthouse,5 von 5,"181,22 m²",01.02.2020,4,2,True,True,,2011,Etagenheizung,,liegt vor,Verbrauchsausweis,Dr. Hintze & Co. OHG Hohenzollernstr. 1 14163 Berlin,"Tulpenstraße 4, 12203 Berlin, Lichterfelde (Steglitz)"
Klein aber fein und die Erstausstattung inkl.,https://www.immobilienscout24.de/expose/115188296,"551,25 €",125 €,in Nebenkosten enthalten,"676,25 €","1653,75",,17 von 17,"31,5 m²",sofort,1,,,True,,1968,,Fernwärme,liegt vor,Verbrauchsausweis,Hausverwaltung Optima GmbH,"Stresemannstraße 76, 10963 Berlin, Kreuzberg (Kreuzberg)"
Hoch hinaus mit fantastischem Ausblick,https://www.immobilienscout24.de/expose/115188605,650 €,147 €,in Nebenkosten enthalten,797 €,"1950,00",,17 von 17,"37,3 m²",sofort,1,,,True,,1968,,Fernwärme,liegt vor,Verbrauchsausweis,Hausverwaltung Optima GmbH,"Stresemannstraße 76, 10963 Berlin, Kreuzberg (Kreuzberg)"
2-Zimmer-Maisonettewohnung in Adlershof!!,https://www.immobilienscout24.de/expose/115188632,849 €,230 €,in Nebenkosten enthalten,1.079 €,2547,Maisonette,,"67,97 m²",01.04.2020,2,1,True,True,,2015,Zentralheizung,Fernwärme,liegt vor,Bedarfsausweis,Living in Berlin e.K. Hönower Straße 72 12623 Berlin,"Gross- Berliner- Damm 132-134, 12489 Berlin, Adlershof (Treptow)"
"Ausblick zu den ""Gärten der Welt""",https://www.immobilienscout24.de/expose/115196639,"513,84 €","252,80 €","inkl. 105,14 €","766,64 €","Kaution: 1.541,00 EUR",Etagenwohnung,9,"70,28 m²",15.03.2020,3,,True,True,,1989,Fernwärme,Fernwärme,,Verbrauchsausweis,Deutsche Wohnen Gruppe,"Zossener Str. 89, 12629 Berlin, Hellersdorf (Hellersdorf)"
Stilvolles Wohnen im sanierten Dachgeschoss nahe Mauerpark,https://www.immobilienscout24.de/expose/115200338,2.225 €,200 €,140 €,2.565 €,"6675,00",Dachgeschoss,6 von 6,"165,68 m²",01.04.2020,4,1,True,True,,1910,Fernwärme,Gas,liegt vor,Verbrauchsausweis,,"Kastanienallee 87, 10435 Berlin, Prenzlauer Berg (Prenzlauer Berg)"
"Neu! Erstbezug in Berlin-Staaken! Tolle Wohnungen mit hochw.Ausstattung in Grünlage! Du, Terrasse...",https://www.immobilienscout24.de/expose/115200375,660 €,190 €,in Nebenkosten enthalten,850 €,,Erdgeschosswohnung,1 von 3,64 m²,sofort,"1,5",1,True,,,1935,,,laut Gesetz nicht erforderlich,,Forum Immobilien Lindenstr. 5 16548 Glienicke,"Metropolitan Park 50, 13591 Berlin, Staaken (Spandau)"
"Neu! Erstbezug in Berlin-Staaken! Tolle Wohnungen mit hochw.Ausstattung in Grünlage! BLK, 2xBad, Pk",https://www.immobilienscout24.de/expose/115201231,870 €,250 €,in Nebenkosten enthalten,1.120 €,,Erdgeschosswohnung,1 von 3,82 m²,sofort,3,2,True,,,1935,,,laut Gesetz nicht erforderlich,,Forum Immobilien Lindenstr. 5 16548 Glienicke,"Metropolitan Park 50, 13591 Berlin, Staaken (Spandau)"
Freundliche 4-Zi Maisonette WHG EG - 2.OG mit großem Balkon im Wohnpark Dahlem,https://www.immobilienscout24.de/expose/115202813,1.637 €,351 €,224 €,2.212 €,,Etagenwohnung,0 von 5,149 m²,15.02.2020,4,1,True,True,,2008,Zentralheizung,,liegt zur Besichtigung vor,,HIH Real Estate GmbH Potsdamer Platz 10 10963 Berlin,"Stewardstr. 22, 10719 Berlin, Dahlem (Zehlendorf)"
Schöne Wohnung in Weissensee!,https://www.immobilienscout24.de/expose/115179861,836 €,200 €,keine Angabe,1.036 € (zzgl. Heizkosten),"1.672,00 EUR",Etagenwohnung,2,76 m²,Sofort,3,1,,True,,,,,liegt vor,,Immogramm Jürgen Jermis GmbH Villenstraße 7-9 67657 Kaiserslautern,"13086 Berlin, Weißensee (Weißensee) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter."
Sanierter Altbau mit Einbauküche !,https://www.immobilienscout24.de/expose/115218458,"1.456,35 €","291,28 €","inkl. 145,64 €","1.747,63 €","4.369,05",Etagenwohnung,2 von 5,"97,09 m²",15.01.2020,3,1,,,,1900,Zentralheizung,,,,BIDDEX Immobiliengesellschaft mbH Marburger Straße 17 10789 Berlin,"Schönhauser Allee 68, 10437 Berlin, Prenzlauer Berg (Prenzlauer Berg)"
